,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
623,So stray dogs deserve to die?,5,-12.874752938208045,0,1,5,0,0,0,0,0,1,0,88.2618,[0.8826184930419878]
624,"There is a kind of aesthetic feeling like having fun outside and not being responsible, so they kept silent when they adopted stray dogs (but they still hope that they can collect them in a centralized manner and no one wants them, and then dispose of them without causing pollution.",37,0.0916323501961,2,1,34,3,0,0,0,0,1,0,55.4969,[0.5549692739916846]
625,"Holy shit, I suddenly realized that your comment makes sense. Too many people in college feed stray dogs when they are so loving. When they are in a bad mood, they don’t even look at them when they pass by, let alone adopt them. These people won’t remember them after graduation. But these stray dogs killed a kitten when they were hunting in groups at night. This happened to me. If they had bitten a human, no one would be responsible for it.",66,-0.6385363159307758,2,1,60,2,0,0,0,0,1,0,99.9988,[0.999988452354834]
626,your bottom,3,0.0,0,0,3,0,0,0,0,0,0,0,52.6233,[0.5262327818078083]
627,"I have been chased by a dog. It really came at you without warning. I know it is its owner&#39;s treasure, but I can&#39;t relieve the fright. Now I am alone on the road and see no one holding it. I am afraid of all dogs. That shadow really lasts a lifetime. I won’t say that I want it to die because I don’t like it, but for this matter, someone has to come out to take care of it. If you can’t take care of it, just follow the policy and don’t beep online!",59,-0.8671220149273432,0,0,58,3,1,0,0,2,1,0,3.7259,"[0.5476643856714039, 0.3078559157870905, 0.8603341294978231, 0.2500000000000001, 0.5664024222404008, 0.38613463665855385, 0.8906303816322989, 0.16685216067792552, 0.3189376275270198, 0.6329384487481774, 0.11162644240677533, 0.4497327721594496]"
628,These are not the only ones who oppose cleaning up stray dogs! Our country consumes billions of rabies vaccines every year. I would not believe it if these stakeholders did not contribute to this matter.,28,-1.1554616383517937,0,1,27,0,0,0,0,0,1,0,99.9827,"[0.9852811208805791, 0.9922666903773469, 0.6265381130415599, 0.35475909413692364]"
629,"Hypocrisy, truly",4,-10.72502086234678,0,1,4,1,0,0,0,0,1,0,50.0,"[0.5, 0.5262327818078083]"
630,Can these people be called dog lovers? cannot,7,-2.3768952356219932,0,0,7,0,0,0,0,0,0,0,79.2501,"[0.8786731638897948, 0.3693910911319984]"
631,"There are good people and bad people, and there are also good dogs and bad dogs.",9,-3.876715615897509,0,1,8,1,0,0,0,0,1,0,88.1297,[0.8812969767738644]
632,hug you,2,0.0,0,0,2,0,0,0,0,0,0,0,75.0,[0.7499999999999999]
633,There is a big difference between people&#39;s cognitions as long as they have a clear conscience. There are always people who can&#39;t understand. There are always people who are full of anger. You need to learn to face it calmly. Just be yourself and block out those messy voices.,31,-0.271830716329453,0,1,29,1,2,0,0,0,1,0,99.1664,[0.9916644614968468]
634,"Dogs that bite people can be beaten to death, but many stray dogs have eaten their last meal and hid at angles, daring not to approach people. What did those dogs do wrong? It is impossible to abandon dogs if you really love them. People who abandon dogs do not love dogs. It is the people who abandon dogs who should be condemned.",33,-2.6278837857268584,1,2,32,0,0,3,0,0,0,0,91.9274,"[0.3806230234199315, 0.8022069525884105, 0.689952534131778, 0.818877923572386, 0.7924333723921981, 0.16743684144198967]"
635,"Mi Lei, Ph.D. in Optics from Xi&#39;an Institute of Optics and Mechanics, Chinese Academy of Sciences, Executive Director of Shaanxi Institute of Optoelectronic Integrated Circuit Advanced Technology, and Vice Chairman of Young Scientists Social Responsibility Alliance. Won the China Association for Science and Technology’s “Qiushi” Outstanding Youth Achievement Transformation Award and the China Youth Entrepreneurship Award. He has long been engaged in the transformation of scientific and technological achievements, with a fund size of 5.3 billion yuan, and has established a national-level mass entrepreneurship and innovation platform.",44,0.06674141720053227,1,0,47,3,0,0,0,0,0,0,100.0,"[0.7328418095316388, 0.6437070967154495, 0.9029933372431602, 0.9798026083753292, 0.998947929523208, 0.974947970522586, 0.9502284224757681, 0.5403864304195061, 0.9189598183237994]"
636,Copied twice?,4,0.0,0,0,5,0,0,0,0,0,0,0,75.0597,[0.7505969026291304]
637,What about Gerg? Is Ultraman returning alone?,7,0.0,0,0,8,0,1,0,0,0,0,0,93.7907,"[0.5, 0.943749634149899]"
638,Who decided to change the board of directors? Democratic consultation system?,9,0.0,0,0,10,0,0,0,0,0,0,0,71.242,"[0.2568513988453974, 0.8884090436306522]"
639,"As for ilya, why is no one mentioning such a core person?",9,-7.619754501357375,0,0,9,0,0,0,0,0,0,0,84.2939,"[0.5, 0.8563485276554482]"
640,"Ultraman returns, and human history continues to accelerate according to the previous script",9,0.0,0,0,10,0,1,0,0,0,0,0,99.9973,"[0.9851057553903874, 0.9984059512441389]"
641,What a wonderful play,4,0.0,0,0,4,1,0,0,0,0,0,0,92.0438,[0.9204376931005986]
642,"Is this a big reversal after I finished writing the article, so I added a hashtag and forced it to be published?",15,0.0,0,0,16,0,0,0,0,0,1,0,10.0185,"[0.5095711111839957, 0.10636354220279776]"
643,"If he doesn&#39;t go to MS, will he be killed by 700 employees who are waiting to jump to MS to achieve financial freedom?",19,-0.27354412174574827,0,0,19,0,0,0,0,0,0,0,76.4414,"[0.4737672181921908, 0.8001269184065585]"
644,The Return of Ultraman,3,0.0,0,0,3,0,0,0,0,0,0,0,72.9795,[0.7297953905324696]
645,This is too slow...,6,0.0,0,0,7,0,0,0,0,0,0,0,8.0314,[0.08031419903660297]
646,Reply to @胡人: Don’t expose it haha,6,-2.0375893742377738,0,0,7,0,1,0,0,0,0,0,4.1661,[0.041661155156201723]
647,This plot,2,0.0,0,0,2,0,0,0,0,0,0,0,63.1579,[0.6315789473684209]
648,"000892 Are you out today, teacher?",5,0.0,0,0,5,0,0,0,0,0,0,0,88.1024,[0.8810237716012222]
649,Which one is the teacher most optimistic about?,6,0.0,0,0,6,0,0,0,0,0,0,0,83.7796,[0.8377964376173583]
650,How to get,2,0.0,0,0,2,0,0,0,0,0,0,0,50.0,[0.5]
651,The article is well written,4,0.0,0,0,4,1,0,0,0,0,0,0,88.806,[0.8880603078509595]
652,Lao Chen Niu,2,0.0,0,0,2,0,0,0,0,0,0,0,80.2391,[0.8023913203288635]
653,How can the teacher keep up?,4,0.0,0,0,4,0,0,0,0,0,0,0,87.1746,[0.8717457485513145]
654,What is the faucet?,3,0.0,0,0,3,0,0,0,0,0,0,0,27.0833,[0.27083333333333337]
655,What is the last one? Can you tell me?,8,0.0,0,0,9,0,0,0,0,0,0,0,37.0154,"[0.5047599337748345, 0.39041446358519516]"
656,Can the teacher tell me?,5,0.0,0,0,5,0,0,0,0,0,0,0,84.264,[0.842640421756087]
657,"Teacher, I sent you a private message, why didn’t you reply?",8,-2.6842913295316264,0,0,8,0,0,0,0,0,0,0,52.5153,"[0.8672497766738706, 0.15827338129496404]"
658,Do you think it&#39;s going up in late trading?,6,-2.875630205341299,0,0,6,0,0,0,0,0,0,0,38.3551,[0.3835511304495678]
659,"The stone was touched again 995 You are playing with the beautiful smile bean, what did I say about Xiangang?",17,0.0,0,0,19,1,0,0,0,0,0,0,98.7831,"[0.9060989243537406, 0.9033266320215432]"
660,"The fund $China Merchants China Securities Liquor Index A of161725$ was mentioned in the blog post. Now you can check the real-time fund trend. After adding your own selection, you can get the real-time price rise and fall reminder of the @微博 fund. One-click to add and select the fund -&gt; Web link The related funds of [Liquor Sector] in your blog post have been sorted out for you, come and view and buy: Liquor Sector Related Funds",45,0.0,0,0,53,0,1,0,0,0,0,0,99.9999,"[0.9904683592496139, 0.8412732048019074, 0.9927390636521186, 0.9739383699857161, 0.5136517226565902]"
661,Why does the Huawei boss only have more than 500 fans?,7,0.0,0,0,7,0,0,0,0,0,0,0,81.1328,[0.8113277290854348]
662,Good morning,2,0.0,0,0,2,0,0,0,0,0,0,0,51.2955,[0.5129551081188922]
663,It’s been a long time since I watched Yingshuai’s daily life. It’s a beautiful life and a positive energy. Thank you Yingshuai.,13,1.4039899195255936,2,0,10,1,0,0,0,0,0,0,99.9998,[0.9999975299034303]
664,"[Beijing Securities 50 Index rose more than 4%, only 4 North Exchange stocks fell] North Securities 50 Index rose sharply again in early trading, currently up more than 4%, more than 10 North Exchange stocks rose more than 10%, only 4 North Exchange stocks fell All stocks fell.",21,0.0,0,0,25,0,0,0,0,0,0,0,13.4454,"[0.8856908244177985, 0.7005996793100385, 0.03707791476347211, 0.18612327050101696]"
665,618,1,0.0,0,0,1,0,0,0,0,0,0,0,25.0,[0.2500000000000001]
666,Good morning sister,3,0.0,0,0,3,0,0,0,0,0,0,0,54.2385,[0.5423850389923819]
667,300624. How do you think Al can get up today?,8,0.0,0,0,9,0,1,0,0,0,0,0,53.5856,[0.535856484227819]
668,"Could it be that digging holes starts at the end of the year? The bulls are divided, and it’s a bit overwhelming! Do it all at once, second time tired, third time exhausted!",17,-0.06807717939445676,0,0,19,1,0,0,0,0,0,0,13.8916,"[0.023472466132398173, 0.47552325979088694, 0.5229046402372364, 0.7499999999999999, 0.6429335818357281, 0.6788641044001418]"
669,This old man can drink any amount of money.,7,0.0,0,0,7,0,0,0,0,0,0,0,14.3913,[0.14391321121011935]
670,How does Hu Xijin qualify to talk?,6,0.0,0,0,6,0,0,0,0,0,0,0,11.1067,[0.11106677194846182]
671,"Brother, how can I tell whether a ticket is the leader, the middle army, or the emotional symbol?",11,0.0,0,0,13,0,0,0,0,0,1,0,0.8255,"[0.2500000000000001, 0.02698685617111729]"
672,This is called peer pressure. Anyone who dares not to sign will be bullied in the workplace.,16,-0.5686155827211054,0,0,16,0,0,0,0,0,0,0,12.3218,"[0.4737672181921908, 0.14776429562000049]"
673,"The first person to sign is really awesome. When the number of people exceeds a certain number, those who sign later are all &quot;safe&quot;",12,3.2399160939339184,1,0,14,2,1,0,0,0,0,0,9.155,"[0.3547196222880272, 0.16980972163620933, 0.525113168663767]"
674,Are the remaining three percent just like the cleaning lady? Sam’s personality is really charming,12,-1.865608565173216,0,0,12,0,0,0,0,0,0,0,72.585,[0.7258501235981119]
675,There is a premonition that the world&#39;s top AI talents and their technology will be hijacked by some force.,21,-2.4935734653878834,0,1,21,2,0,0,0,1,0,0,99.4222,[0.9942222973310211]
676,Will those who don’t sign be punished by the queen?,7,-3.5176882695509124,0,0,6,0,0,0,0,0,0,0,5.3502,[0.0535023048682598]
677,"Sam has been a mentor to entrepreneurs for so many years, but the fire in his own backyard was the worst.",12,0.0,0,0,13,0,0,0,0,1,0,0,92.6529,"[0.6834272999362274, 0.8664603426123243]"
678,"In the end, Microsoft has to end up",6,0.0,0,0,6,0,0,0,0,0,1,0,66.7523,[0.6675232598707038]
679,"It is indeed not easy for these non-interested parties to resign voluntarily, which will bring down OpenAI, and they don&#39;t care. What&#39;s more, one of them is a competitor with Openai. If legal proceedings are taken in the end, it will really be a dead end, and Sam must be absolutely clean.",40,-0.005859797939604447,0,0,41,4,0,0,0,0,2,0,18.2159,"[0.2122052227621718, 0.35616438356164404, 0.5532216890044953, 0.9308655149027208, 0.06256946746846526, 0.6942778093839952]"
680,"I&#39;m actually willing to express my support, just because I want to use the new features as soon as possible",14,0.5810635550860019,1,0,14,3,1,0,0,0,0,0,82.6024,"[0.7285342236993166, 0.6627417517227077]"
681,#Openai#,1,0.0,0,0,2,0,0,0,0,0,0,0,50.0,[0.5]
682,747/770 =97% of employees threatened to quit,7,-4.520443332444799,0,1,8,0,0,0,0,0,1,0,5.2708,[0.05270842706860801]
683,Microsoft: Google Docs signature is invalid. This is the link to office365. Please sign it.,15,0.0,0,0,18,0,0,0,0,0,1,0,4.7016,"[0.7984208149749368, 0.1633258827716112, 0.07297764531742423]"
684,"Using the Google Docs link again..., Microsoft said:",9,0.0,0,0,12,0,0,0,0,0,0,0,54.7334,"[0.5962823340725586, 0.7857142857142858]"
685,"The future of AI may need sword holders like logic, not roadblocks, which cannot stop application trends.",17,-0.6070324458825784,0,0,17,0,0,0,0,0,1,0,90.1553,"[0.9917062710887554, 0.34527875471283087, 0.1519470066636004]"
686,Come check in~,2,0.0,0,0,3,0,0,0,0,0,0,0,52.7318,[0.5273183443637931]
687,Clock up,2,0.0,0,0,2,0,0,0,0,0,0,0,67.1715,[0.6717152153524077]
688,"Thank you for your hard work, Viagra",3,0.0,0,0,3,0,0,0,0,0,0,0,80.3974,[0.803974046793498]
689,"Coding is not easy, Viagra is hard",4,0.0,0,0,5,0,0,0,0,0,1,0,88.2106,"[0.6695688322456754, 0.803974046793498]"
690,"Received, Viagra morning",3,0.0,0,0,4,0,0,0,0,0,0,0,34.7147,"[0.3747954173486089, 0.49628095143637985]"
691,Thank you Viagra for sharing your hard work,6,17.82063765260844,2,0,4,1,0,0,0,0,0,0,97.7185,[0.9771853411043359]
692,"Thank you for sharing Viagra, thank you for your hard work",6,5.510635475964563,1,0,6,0,0,0,0,0,0,0,95.4491,"[0.8364375383956221, 0.8200000000000001]"
693,Your wonderful Weibo has been included in the content stream of $Kweichow Moutai sh600519$ and has been read by more netizens. You are welcome to continue to use $ to express your views and opinions.,27,0.0,0,0,31,1,0,0,0,0,0,0,85.1831,"[0.7860773283443095, 0.6347441726811172]"
694,It seems that the person who plays a central role on the board of directors is indeed Adam D&#39;Angelo. Keep watching the show.,13,0.0,0,0,14,1,0,0,0,0,0,0,99.4394,"[0.9792853615801793, 0.8064888795693738]"
695,What is the board hiding?,5,-15.764106522704225,0,1,4,0,0,0,0,0,1,0,19.9946,[0.19994646933868165]
696,What a drama!,4,0.0,0,0,5,0,0,0,0,0,0,0,77.2752,[0.7727518704056543]
697,It&#39;s so exciting. I can&#39;t wait to make it into a series.,10,0.0,0,0,12,0,0,0,0,0,1,0,52.4608,"[0.5209120779425414, 0.63676332854764, 0.4166666666666664]"
698,"When I see your blog, I need to confirm the time first. . .",11,0.0,0,0,12,0,0,0,0,0,0,0,3.918,[0.04600138622149397]
699,I feel that artificial intelligence only exists between China and the United States,8,0.0,0,0,8,0,0,0,0,0,0,0,94.5227,[0.9452271672711666]
700,Because other countries can’t do it,6,-4.945884714400385,0,0,5,0,0,0,0,0,0,0,25.3383,[0.2533828872276337]
701,But what if China doesn’t have Nvidia chips?,7,-9.588497519872412,0,0,7,0,0,0,0,0,0,0,40.4209,[0.4042092833348643]
702,"Developing first and governing later is obviously no longer in line with China&#39;s national policy. Making strategic decisions before taking action is what China should be doing now. Only steady progress can lead to long-term development, and only steady development is more trustworthy. China always remains in awe of the unknown. It can refer to the new crown control and be cautious in sailing the ship of ten thousand years.",42,0.0,1,0,42,6,0,0,0,1,0,0,99.9998,"[0.6690786464756471, 0.9890190589102067, 0.23112574381540674, 0.996785335301565, 0.381186026087207, 0.8822160663725886, 0.7594517855063934, 0.7766092379729546]"
703,"Most of the world&#39;s talented people are going to the United States, and there is a high probability that they will suddenly",11,0.0,0,0,12,1,0,0,0,0,0,0,87.917,"[0.8097921669954745, 0.6549712021208441]"
704,"Break through, whoever breaks through first will bring benefits to the people",7,0.0,0,0,8,0,0,0,0,0,0,0,97.5979,"[0.6666666666666666, 0.6339509393278837, 0.9353681280265264]"
705,Verify it tomorrow,3,0.0,0,0,3,0,0,0,0,0,0,0,41.425,[0.4142497243182972]
706,Thank you for your hard work,2,0.0,0,0,2,0,0,0,0,0,0,0,82.0,[0.8200000000000001]
707,"Received, thank you for your hard work viagra",3,0.0,0,0,4,0,0,0,0,0,0,0,68.8817,"[0.3747954173486089, 0.803974046793498]"
708,Thanks viagra,2,42.53253914361115,1,0,1,1,0,0,0,0,0,0,66.832,[0.6683202541037561]
709,"I don’t want to talk today, I lost money",6,-3.8970574655234422,0,0,6,0,0,0,0,0,0,0,17.1916,"[0.3269840310880877, 0.3218627147921044]"
710,"It’s not easy to organize, thank you for sharing",4,3.3766636187001673,1,0,4,0,0,0,0,0,1,0,93.0892,"[0.7248226260988038, 0.8503036316149555]"
711,"Don’t be arrogant in victory and don’t be discouraged in defeat! Ups and downs are normal. Today&#39;s holdings suffered a sap, but they still broke out and fell. The pattern is that if you can&#39;t get up one day, you will stop the loss and be out.",25,-0.3184099087872625,0,0,26,0,0,1,0,0,1,0,14.5102,"[0.8410549748270514, 0.3925030967062506, 0.17929735422113502, 0.36636314060893793, 0.3743116075682288]"
712,Sanbo said to continue playing Sanboshuo,6,0.0,0,0,6,0,0,0,0,0,0,0,96.1611,[0.9616114344210357]
713,Haha this video is so funny,6,0.0,0,0,6,0,1,0,0,0,0,0,38.1828,[0.38182840633990867]
714,Thank you Viagra for organizing,3,0.0,0,0,3,0,0,0,0,0,0,0,52.2862,[0.5228620127925001]
715,Thank you Viagra for your hard work🙏🙏,6,0.0,0,0,8,0,0,0,0,0,0,0,80.1835,[0.8018352200852663]
716,Relieve stress and relax for a moment,5,0.0,0,0,6,0,2,0,0,0,0,0,99.5223,"[0.9584707042065321, 0.9093058122333271]"
717,666,1,0.0,0,0,1,0,0,0,0,0,0,0,50.0,[0.5]
718,"Brother Shou, thank you for your hard work.",2,0.0,0,0,2,0,0,0,0,0,0,0,80.3974,[0.803974046793498]
719,"The key points of Chinese online, prepare to be a platform. Prepare for financing.",7,0.0,0,0,9,0,0,0,0,0,0,0,52.5544,"[0.12104060242283954, 0.5863802853970832, 0.875]"
720,"Entrepreneurship dark horse, core venture capital",4,0.0,0,0,5,1,0,0,0,0,0,0,98.2858,"[0.8182313426953005, 0.9339829393194846]"
721,Venture Capital Core Stocks Startup Dark Horse,4,0.0,0,0,4,1,0,0,0,0,0,0,94.5075,[0.9450745963516101]
722,@新宇Good evening about this matter,5,0.0,0,0,6,0,0,0,0,0,0,0,71.527,[0.715269811433921]
723,"Time will pass eventually, only beauty is immortal",7,0.0,0,0,8,2,0,0,0,0,0,0,99.074,"[0.9946179561381973, 0.391383654489703]"
724,ᵕ̈ ᴹᴼᴿᴺᴵᴺᴳ The most beautiful encounter in the world is to meet another better you,20,0.0,0,0,20,1,0,0,0,0,0,0,99.8995,[0.9989948014397115]
725,"I can’t explain it for a while, but he was the one who attacked me first.",14,-1.304272863759329,0,0,15,0,0,0,0,0,1,0,13.1341,"[0.13785893251395087, 0.5122640480283627]"
726,Endless,1,0.0,0,0,1,0,0,0,0,0,0,0,32.3913,[0.32391257140285623]
727,Good morningﾉ☀,3,0.0,0,0,3,0,0,0,0,0,0,0,48.6704,[0.48670425214992297]
728,good morning,3,0.0,0,0,3,0,0,0,0,0,0,0,51.2955,[0.5129551081188922]
729,"Hello, the &quot;Du Meizhu&quot; you are interested in has opened a Chaohua community ~ Chaohua community is an interest-based interactive community under Weibo. Come and communicate with like-minded friends! Click me to enter &gt;&gt; Du Meizhu_",28,0.0,0,0,34,4,0,0,0,0,0,0,99.9955,"[0.5312500000000001, 0.9949365146427155, 0.9689432005033244, 0.814339269369708]"
730,Are you done frying leftover rice again?,7,0.0,0,0,7,0,0,0,0,0,0,0,44.1595,[0.44159493122438487]
731,nerve….,1,0.0,0,0,3,0,0,0,0,0,1,0,35.0725,[0.35072516527654074]
732,I agree with the dirty look.,8,0.0,0,0,8,0,0,0,0,0,0,0,19.4366,[0.19436638059055478]
733,I always like people who are willing to talk to me well,9,0.0,0,0,9,1,1,0,0,0,0,0,87.2511,[0.8725114256521184]
734,"Don’t be distracted by your heart, don’t be trapped by emotions, don’t be afraid of the future, and don’t dwell on the past. So, be well! ——Feng Zikai",11,-3.4375695363627745,0,1,13,0,1,0,0,0,0,0,97.0001,"[0.44012709621700175, 0.4725662027870876, 0.9176358785631995, 0.5625819352222369, 0.5262327818078083, 0.8511762551204552, 0.4864076965606037]"
735,"Wu Yifan has been in jail for two years, and now he says that falling in love is not a crime. It’s not funny.",18,-0.5461037080704841,1,1,15,0,0,0,0,0,2,0,92.8844,"[0.9419538275283659, 0.7421433530458814, 0.2564045466652144]"
736,"The Internet war relay has arrived at Domeizhu Li En! Princess, please listen to the recording!",12,0.0,0,0,13,0,0,0,0,0,0,0,99.7953,"[0.9886570119282289, 0.861355900553371]"
737,"Today Du Mei Zhu&#39;s new recording was exposed, saying &quot;The better he treats me, the more I think he is fake&quot; Du Mei Zhu",14,0.0,0,0,16,0,0,0,0,0,0,0,99.948,"[0.9998396411814879, 0.2550545944700645]"
738,"Wherever you fall, there is a barbecue",5,0.0,0,0,6,0,0,0,0,0,0,0,49.0992,"[0.5, 0.5172413793103444]"
739,"No matter what the weather is, you must learn to clear away the dark clouds in your heart",10,0.0,0,0,11,0,0,0,0,0,1,0,84.8663,"[0.3291139240506331, 0.9269918658351524]"
740,The secret to happiness is to stop thinking,8,-1.5678906617963004,0,1,7,0,1,0,0,0,1,0,83.477,[0.8347700725012499]
741,"Sometimes you think the sky is falling, but in fact you are standing crookedly. ——Jimmy",13,0.0,0,0,16,1,0,0,0,0,0,0,25.2112,"[0.6184777508821578, 0.17385134189096207, 0.6515285532097743]"
742,"One day, when you look back on the road you have traveled, you will find that these years of constant struggle are the best life - Freud",20,0.4558353881785985,2,0,20,1,0,1,0,0,0,0,99.9985,"[0.38121739130434773, 0.9644828570294366, 0.4497465615440359, 0.9936152659613547, 0.9799436764188173]"
743,"I want to occupy your preference, and I also want to be your pride",10,2.140363959052456,1,0,10,1,0,0,0,0,1,0,97.4813,"[0.5633588084215615, 0.9708619004098349]"
744,"When you go to this world, you should have no regrets",6,0.0,0,0,7,0,0,0,0,0,0,0,88.6039,"[0.5417746005781354, 0.8795786105172237]"
745,good evening,3,0.0,0,0,3,0,0,0,0,0,0,0,52.9099,[0.5290993440072992]
746,"Not bad, thanks for sharing",4,11.353440646485788,2,0,3,2,0,0,0,0,0,0,97.9604,"[0.8612132352941176, 0.8958023742500107]"
747,"The pear vortex has a rainy mouth and a smile, the pear vortex has a light and pretty face",6,0.0,0,0,7,0,1,0,0,0,0,0,72.7318,"[0.6365418579099877, 0.6284797607505686]"
748,"During the day, I am a happy nut in front of others, and at night, I am my own lonely ghost.",11,0.0,0,0,11,0,0,1,0,0,0,0,99.2736,[0.9927355268963285]
749,Stop playing games and go heal your brain.,8,-1.4937042995114327,0,0,8,0,0,0,0,0,0,0,48.5468,"[0.7160804020100503, 0.29354730240146987]"
750,Your good night is always my ears’ favorite dinner,10,0.0,0,0,11,0,0,0,0,0,0,0,97.6231,"[0.6486499411744434, 0.9611052823869334]"
751,"💜✨💛No matter the wind or rain, I love you the most and send you the best greetings.",9,0.0,0,0,12,2,0,0,0,0,0,0,96.3836,"[0.5615436664137047, 0.734047089548304, 0.9029323925164336]"
752,&quot;The loveliness you meet unexpectedly is more gentle than the sunset.&quot;,9,2.1746553079287128,1,0,10,2,0,0,0,0,0,0,97.1242,[0.9712415353241141]
753,"Fear of the future, do not read in the past. Take a trip to the world and see the sun",10,-0.7711807125552838,0,0,11,0,0,0,0,0,0,0,92.9659,"[0.9176358785631995, 0.5625819352222369, 0.5286764730081289, 0.529818471087623]"
754,"Live as long as heaven and earth, and shine as brightly as the sun and moon",5,0.0,0,0,6,0,0,0,0,0,0,0,73.9185,"[0.8710051552184785, 0.31797066964656195]"
755,Do you want to be reasonable or do you want me?,6,10.70705349798321,1,0,6,0,0,0,0,0,0,0,70.1552,"[0.7015520804275027, 0.5262327818078083]"
756,"It&#39;s hard to contend with, and it&#39;s hard to actually correct mistakes, so I can only give everyone a shot in the arm.",19,0.984076051853071,1,0,18,1,0,0,0,0,0,0,97.0077,[0.97007708641797]
757,Wrong typo: It’s information about the three victims in Wu’s case.,12,0.0,0,0,13,0,0,0,0,0,0,0,99.7833,[0.9978331676920994]
758,Why did you download it so early today?,6,0.0,0,0,6,0,0,0,0,0,0,0,49.6281,[0.49628095143637985]
759,Give me back WYF,4,0.0,0,0,4,0,0,0,0,0,0,0,54.8818,[0.5488180064031624]
760,Very much agree 💩,2,0.0,0,0,3,0,0,0,0,0,0,0,79.7718,[0.797717533529788]
761,Listen to the wind and wait for the flowers to bloom - &quot;Listen to the wind&quot; Haruki Murakami,7,0.0,0,0,11,0,0,0,0,0,0,0,93.1184,"[0.5644472467922722, 0.9206209268808092]"
762,"I suddenly understood that this is how courage comes. When you love someone more than yourself, you become brave - Robert McCammon, &quot;The Wind and Wind&quot;",24,2.1662682376298585,3,0,26,1,0,0,0,0,0,1,99.92,"[0.8190190251742046, 0.5262327818078083, 0.7971014492753621, 0.7583152852474295, 0.9684213928221728]"
763,"When the day comes when all the hardships come to an end, the mountains, rivers, stars and moon will all serve as congratulatory gifts⛰",11,0.0,0,0,13,1,1,0,0,0,0,0,65.189,"[0.33304624613418565, 0.8064057326293663]"
764,Urumqi Yang,2,0.0,0,0,2,0,0,0,0,0,0,0,93.752,[0.9375195059508572]
765,Are you on RS again?,5,0.0,0,0,5,0,0,0,0,0,0,0,48.3655,[0.48365530667329815]
766,"But you still have to be careful this time, some of them have been banned.",11,0.0,0,0,12,0,0,0,0,1,0,0,15.6657,"[0.17103764562630386, 0.5]"
767,What do you think?,3,0.0,0,0,4,0,0,0,0,0,0,0,58.7521,[0.5875212430201505]
768,"Youth is in chaos, and we end up in a hurry.",7,-7.913625566948704,0,1,8,0,1,0,0,0,2,0,99.8836,"[0.983692128316998, 0.9404957468146482]"
769,"At first glance, she is not a good person. She wants to squeeze into the entertainment industry for a day or two.",14,-0.9244019421183832,0,0,13,0,0,0,0,0,2,0,7.512,[0.07512005358287754]
770,Wu Yifan broke the law. I remember that I had to confront a lot of people about this matter.,14,-1.2116745746800137,1,1,12,0,0,0,0,0,1,0,93.577,[0.9357698063292349]
771,Can she go to jail?,6,-3.0201314596673576,0,0,5,0,0,0,0,0,0,0,12.5678,[0.12567802991349264]
772,"@ Du Meizhu If you are upset, just go in and have a good talk, okay? Don’t always come out disgusting. People want to be quality people, but I think you are really disgusting.",27,-0.019630852631056083,0,0,27,0,0,0,0,0,2,0,8.5287,[0.08528729068257901]
773,"@ Du Meizhu You hold high the title of women’s rights. I would like to ask you, do you regard yourself as a serious woman by using this matter every day, or do you think this matter is glorious? Are you a representative of women? Are you a representative of women’s rights?",27,-0.048386302542272976,1,1,27,2,0,0,0,0,0,0,84.9844,"[0.643156621542865, 0.7507652110956887, 0.5625819352222369]"
774,I think so,4,0.0,0,0,4,0,0,0,0,0,0,0,52.6233,[0.5262327818078083]
775,There&#39;s nothing wrong with paying attention,4,-19.97928726365195,0,0,3,0,0,0,0,0,1,0,68.0385,[0.6803847594465079]
776,"It feels very good, great, give it a thumbs up",7,0.0,0,0,8,2,0,0,0,0,0,0,99.955,"[0.8714921964719127, 0.9969959729506049, 0.549019607843137]"
777,"I suddenly fell in love, what should I do?",5,11.1960278449196,1,0,5,1,0,0,0,0,0,0,56.429,"[0.7357881483603522, 0.3406113537117904]"
778,This is definitely the best,6,0.0,0,0,6,0,0,0,0,0,0,0,95.793,[0.9579300380641783]
779,You must like it after reading it!,5,0.0,0,0,6,1,0,0,0,0,0,0,96.2158,[0.9621579106018583]
780,very reasonable,3,0.0,0,0,3,0,0,0,0,0,0,0,59.0734,[0.590733590733591]
781,This is really good!,3,0.0,0,0,4,1,0,0,0,0,0,0,89.774,[0.8977399172976486]
782,"I like this very much, not bad",4,0.0,0,0,5,2,0,0,0,0,0,0,96.0192,"[0.8119454297664431, 0.8612132352941176]"
783,Really are,2,0.0,0,0,2,0,0,0,0,0,0,0,61.1111,[0.6111111111111113]
784,Still relatively reliable,4,0.0,0,0,4,0,0,0,0,0,0,0,54.8818,[0.5488180064031624]
785,"Come on, we have been here, top, top, top! ! ! ! !",6,0.0,0,0,8,0,0,0,0,0,0,0,27.4648,"[0.9047619047619047, 0.7142857142857141, 0.13537731303638234]"
786,always support you,3,27.216552697590824,1,0,2,1,0,0,0,0,0,0,76.8452,[0.7684518076747724]
787,@Persevere1015,2,0.0,0,0,3,0,0,0,0,0,0,0,43.2752,[0.4327522081619768]
788,Don’t judge others too much,4,0.0,0,0,4,0,0,0,0,0,1,0,42.7984,[0.4279835390946498]
